cardmarket_product_id,idMetacard,cardmarket_product_name,matched_collector_number,matched_card_name,matched_rarity,matched_finish,numbered_identity_status,finish_status,treatment_status,mapping_status,mapping_confidence,mapping_method,mapping_evidence,notes,price_low,price_trend,price_avg1,price_avg7,price_avg30,price_low_holo,price_trend_holo,price_avg1_holo,price_avg7_holo,price_avg30_holo,candidate_count,candidate_numbers,detected_treatment,source_expansion_id,target_expansion_id
719572,421198,Seaking [Swim Freely | Aqua Horn],119,Seaking,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=seaking; attack_signature=swim freely | aqua horn; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.37,0.05,0.42,0.22,0.05,5.14,1.47,4.83,2.32,1,119,,5328,5328
719573,421199,Staryu [Swift],120,Staryu,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=staryu; attack_signature=swift; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.1,0.04,0.07,0.02,0.42,0.5,0.4,0.51,1,120,,5328,5328
719574,421200,Starmie [Mysterious Comet | Speed Attack],121,Starmie,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=starmie; attack_signature=mysterious comet | speed attack; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.12,0.13,0.11,0.17,0.02,1.91,2.7,1.42,1.64,1,121,,5328,5328
719575,421201,Mr. Mime [Mimic Barrier | Psypower],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.44,0.39,0.23,0.31,0.02,2.63,0.93,1.65,1.37,2,"122,179",,5328,5328
719576,421202,Scyther [Helpful Slash | Slicing Blade],123,Scyther,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=scyther; attack_signature=helpful slash | slicing blade; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.08,0.06,0.85,0.02,2.7,1.87,2.76,2.62,1,123,,5328,5328
719577,421203,Jynx ex [Heart-Stopping Kiss | Icy Wind],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.03,0.18,0.26,0.3,0.32,,0,,,,2,"124,191",,5328,5328
719578,421204,Electabuzz [Electro Combo | Light Punch],125,Electabuzz,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=electabuzz; attack_signature=electro combo | light punch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.04,0.05,0.05,0.05,0.05,1.74,0.9,0.34,1.5,1,125,,5328,5328
719579,421205,Magmar [Live Coal | Flare Combo],126,Magmar,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=magmar; attack_signature=live coal | flare combo; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.08,0.18,0.07,0.08,0.03,3.4,0.8,3.05,1.34,1,126,,5328,5328
719580,421206,Pinsir [Vise Grip | Reckless Throw],127,Pinsir,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=pinsir; attack_signature=vise grip | reckless throw; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.28,0.1,0.05,0.48,0.2,1.26,0.15,1.65,1.54,1,127,,5328,5328
719581,421207,Tauros [Gather the Crew | Rage],128,Tauros,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=tauros; attack_signature=gather the crew | rage; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.33,0.05,0.06,0.49,0.05,2.48,0.74,1.22,1.45,1,128,,5328,5328
719582,421208,Magikarp [Splashy Splash],129,Magikarp,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=magikarp; attack_signature=splashy splash; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.15,0.07,1.02,0.2,3.05,0.47,8.89,4.9,1,129,,5328,5328
719583,421209,Gyarados [Untamed One | Hyper Beam],130,Gyarados,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=gyarados; attack_signature=untamed one | hyper beam; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.35,0.65,0.2,0.32,0.1,3.47,0.69,1.65,4.74,1,130,,5328,5328
719584,421210,Lapras [Hop on My Back | Aqua Edge],131,Lapras,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=lapras; attack_signature=hop on my back | aqua edge; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.49,0.47,0.25,0.59,0.05,2.85,1.59,2.98,2.18,1,131,,5328,5328
719585,421211,Ditto [Transformative Start | Splup],132,Ditto,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=ditto; attack_signature=transformative start | splup; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.13,0.13,0.49,0.02,2.38,0.99,1.61,1.84,1,132,,5328,5328
719586,421212,Eevee [Colorful Friends | Skip],133,Eevee,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=eevee; attack_signature=colorful friends | skip; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.37,0.05,0.05,0.74,0.5,4.11,2.5,4.72,5.61,1,133,,5328,5328
719587,421213,Vaporeon [Spiral Drain | Fighting Whirlpool],134,Vaporeon,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=vaporeon; attack_signature=spiral drain | fighting whirlpool; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.22,0.18,0.16,0.2,0.02,7.45,0.2,7.3,5.37,1,134,,5328,5328
719588,421214,Jolteon [Linear Attack | Fighting Lightning],135,Jolteon,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=jolteon; attack_signature=linear attack | fighting lightning; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.25,0.16,0.47,0.02,6.34,1.99,6.2,4.39,1,135,,5328,5328
719589,421215,Flareon [Destructive Flame | Fighting Blaze],136,Flareon,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=flareon; attack_signature=destructive flame | fighting blaze; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,2.17,0.2,1.14,0.35,0.02,6.03,4.98,4.93,3.5,1,136,,5328,5328
719590,421216,Porygon [Conversion 4],137,Porygon,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=porygon; attack_signature=conversion 4; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.1,0.05,0.04,0.16,0.18,1.76,2.49,1.98,1.33,1,137,,5328,5328
719591,421217,Omanyte [Tentacular Return],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.11,0.55,0.27,0.16,0.1,2.1,4.6,2.71,2.17,2,"138,180",,5328,5328
719592,421218,Omastar [Primordial Tentacles | Aqua Split],139,Omastar,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=omastar; attack_signature=primordial tentacles | aqua split; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.6,0.09,0.66,0.24,0.02,3.79,1.12,3.79,1.44,1,139,,5328,5328
719593,421219,Kabuto [Double Scratch],140,Kabuto,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=kabuto; attack_signature=double scratch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,0.08,0.05,0.35,0.1,1.9,0.99,1.75,2.08,1,140,,5328,5328
719594,421220,Kabutops [Ancient Way | Draining Blade],141,Kabutops,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=kabutops; attack_signature=ancient way | draining blade; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.34,0.45,0.38,0.19,0.03,2.05,1.17,1.09,1.97,1,141,,5328,5328
719595,421221,Aerodactyl [Glide | Devolution Ray],142,Aerodactyl,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=aerodactyl; attack_signature=glide | devolution ray; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.51,0.35,0.42,0.37,0.02,4.08,0.99,0.95,3.5,1,142,,5328,5328
719596,421222,Snorlax [Voraciousness | Thudding Press],143,Snorlax,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=snorlax; attack_signature=voraciousness | thudding press; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.12,0.22,0.12,0.12,0.05,1.2,0.15,2.4,1.65,1,143,,5328,5328
719597,421223,Articuno [Ice Float | Blizzard],144,Articuno,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=articuno; attack_signature=ice float | blizzard; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.17,0.58,0.97,0.55,0.05,2.42,0.2,2.1,2.81,1,144,,5328,5328
719598,421224,Zapdos ex [Voltaic Float | Multishot Lightning],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.03,0.39,0.42,0.44,0.42,,0,,,,3,"145,192,202",,5328,5328
719599,421225,Moltres [Flare Float | Blazing Flight],146,Moltres,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=moltres; attack_signature=flare float | blazing flight; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.15,0.61,0.22,0.2,0.02,2.76,0.94,2.25,2.28,1,146,,5328,5328
719600,421226,Dratini [Beat | Draconic Whip],147,Dratini,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=dratini; attack_signature=beat | draconic whip; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.66,0.15,1.4,0.5,0.02,5.5,6.97,5.37,3.58,1,147,,5328,5328
719601,421227,Dragonair [Beat | Aqua Slash],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.77,5.03,1.22,1.4,0.25,3.42,1.99,3.27,4.19,2,"148,181",,5328,5328
719602,421228,Dragonite [Jet Cruise | Dragon Pulse],149,Dragonite,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=dragonite; attack_signature=jet cruise | dragon pulse; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,1.5,0.41,1.08,0.05,8.41,0.35,13.23,6.64,1,149,,5328,5328
719603,421229,Mewtwo [Reflective Barrier | Psyslash],150,Mewtwo,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=mewtwo; attack_signature=reflective barrier | psyslash; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.53,0.77,0.55,0.51,0.15,21.24,34.5,23.04,8.14,1,150,,5328,5328
719604,421230,Mew ex [Restart | Genome Hacking],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.25,0.96,1.22,1.04,0.96,,0,,,,3,"151,193,205",,5328,5328
719605,421231,Energy Sticker,159,Energy Sticker,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=energy sticker; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,0.05,0.05,0.18,0.2,2.37,0.99,2.53,2.12,1,159,,5328,5328
719606,421232,Grabber,162,Grabber,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=grabber; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,1.1,0.28,0.29,0.3,1.73,1.15,1.21,1.61,1,162,,5328,5328
719607,421233,Antique Helix Fossil [Helical Swell],153,Antique Helix Fossil,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=antique helix fossil; attack_signature=helical swell; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.58,0.3,0.08,0.43,0.39,1.17,0.99,0.77,1.22,1,153,,5328,5328
719608,421234,Antique Dome Fossil [Domed Armor],152,Antique Dome Fossil,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=antique dome fossil; attack_signature=domed armor; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.53,0.16,0.12,0.05,3.62,0.99,3.66,2.29,1,152,,5328,5328
719609,421235,Antique Old Amber [Amber Protection],154,Antique Old Amber,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=antique old amber; attack_signature=amber protection; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.15,0.2,0.18,0.09,0.14,1.16,0.72,1.16,0.86,1,154,,5328,5328
719610,421236,Protective Goggles,164,Protective Goggles,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=protective goggles; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.1,0.06,0.12,0.02,1.99,0.33,2.46,1.13,1,164,,5328,5328
719611,421237,Big Air Balloon,155,Big Air Balloon,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=big air balloon; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.15,0.09,0.23,0.02,1.78,3,1.46,1.41,1,155,,5328,5328
719612,421238,Rigid Band,165,Rigid Band,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=rigid band; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.07,0.1,0.04,0.06,0.03,0.83,0.35,1.05,0.78,1,165,,5328,5328
719613,215862,Leftovers,163,Leftovers,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=leftovers; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.1,0.1,0.1,0.11,0.02,1.27,0.15,1.22,0.53,1,163,,5328,5328
719614,421239,Erika's Invitation,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=erika s invitation; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,1.84,0.3,1.97,0.71,0.02,3.63,0.29,6,4,3,"160,196,203",,5328,5328
719615,421240,Giovanni's Charisma,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=giovanni s charisma; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.58,0.05,1.59,0.41,0.08,0.52,0.2,0.34,1.75,3,"161,197,204",,5328,5328
719616,421241,Daisy's Help,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=daisy s help; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.73,0.54,0.73,0.35,0.05,2.34,0.99,1.85,2.35,2,"158,195",,5328,5328
719617,421242,Bill's Transfer,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=bill s transfer; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.09,0.38,0.13,0.07,0.1,2.74,0.99,2.36,1.32,2,"156,194",,5328,5328
719618,421243,Cycling Road,157,Cycling Road,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=cycling road; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.15,0.09,0.57,0.05,1.34,1.49,1.2,1.37,1,157,,5328,5328
719619,421079,Bulbasaur [Leech Seed | 151],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=bulbasaur; attack_signature=leech seed; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,10.9,21.93,20.03,22.42,21.82,,0,,,,2,"001,166",,5328,5328
719620,421081,Ivysaur [Leech Seed | Vine Whip | 151],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=ivysaur; attack_signature=leech seed | vine whip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,8.95,15.43,11.51,14.83,15.78,,0,,,,2,"002,167",,5328,5328
719621,421083,Charmander [Blazing Destruction | Steady Firebreathing],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=charmander; attack_signature=blazing destruction | steady firebreathing; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,18,34.92,24.05,30.88,30.18,,0,,,,2,"004,168",,5328,5328
719622,421084,Charmeleon [Combustion | Fire Blast],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=charmeleon; attack_signature=combustion | fire blast; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,11.39,22.16,16.75,17.24,19.34,,0,,,,2,"005,169",,5328,5328
719623,421086,Squirtle [Withdraw | Skull Bash],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=squirtle; attack_signature=withdraw | skull bash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,18,28.28,22.69,27.22,28.11,,0,,,,2,"007,170",,5328,5328
719624,421087,Wartortle [Free Diving | Spinning Attack],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=wartortle; attack_signature=free diving | spinning attack; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,9,15.63,12.9,14.56,16.34,,0,,,,2,"008,171",,5328,5328
719625,421089,Caterpie [Leaf Munch],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=caterpie; attack_signature=leaf munch; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,4,6.1,8.08,6.07,6.55,,0,,,,2,"010,172",,5328,5328
719626,421104,Pikachu [Charge | Pika Punch],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=pikachu; attack_signature=charge | pika punch; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,23,38.4,29.58,33.95,38.34,,0,,,,2,"025,173",,5328,5328
719627,421113,Nidoking [Enthusiastic King | Venom Impact],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=nidoking; attack_signature=enthusiastic king | venom impact; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,3.5,7.76,17.03,6.96,6.52,,0,,,,2,"034,174",,5328,5328
719628,421133,Psyduck [Overthinking | Water Gun],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,14,22.93,20.09,21.08,21.36,,0,,,,2,"054,175",,5328,5328
719629,421140,Poliwhirl [Wave Splash | Frog Hop],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,10.9,15.67,14.83,16.09,16.93,,0,,,,2,"061,176",,5328,5328
719630,421146,Machoke [Mountain Ramming],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,4.01,5.27,5.2,5.53,5.58,,0,,,,2,"067,177",,5328,5328
719631,421193,Tangela [Tactful Tangling],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,2,3.94,3.39,3.68,4.11,,0,,,,2,"114,178",,5328,5328
719632,421201,Mr. Mime [Mimic Barrier | Psypower],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.9,2.8,2.1,3.1,3.48,,0,,,,2,"122,179",,5328,5328
719633,421217,Omanyte [Tentacular Return],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.89,3.48,3.83,3.78,3.82,,0,,,,2,"138,180",,5328,5328
719634,421222,Snorlax [Voraciousness | Thudding Press],143,Snorlax,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=snorlax; attack_signature=voraciousness | thudding press; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,9.99,16.14,14.35,16.5,15.76,,0,,,,1,143,,5328,5328
